driver_age,vehicle_value,vehicle_age,annual_mileage,region,driving_experience,claim_count,claim_cost,pure_premium
42,25928.95,13,43212,central,24,0,0.0,0.0
36,36354.39,2,14497,west,18,0,0.0,0.0
50,11326.02,8,26054,north,32,0,0.0,0.0
34,12573.99,14,36214,east,16,0,0.0,0.0
34,24870.25,20,17510,west,16,0,0.0,0.0
44,26162.02,3,48550,east,26,0,0.0,0.0
30,21535.27,15,39834,north,12,0,0.0,0.0
42,44181.71,8,18370,north,24,0,0.0,0.0
29,17307.05,11,34461,east,11,0,0.0,0.0
30,9655.47,18,40584,west,12,1,133.18,133.18
30,8280.97,13,42580,east,12,0,0.0,0.0
31,10322.09,10,19484,west,13,0,0.0,0.0
36,8455.08,1,32033,north,18,0,0.0,0.0
30,31450.63,9,38219,south,12,1,591.69,591.69
30,25273.0,1,7357,north,12,1,2627.04,2627.04
46,29575.69,16,17703,south,28,0,0.0,0.0
42,12285.19,20,11753,north,24,0,0.0,0.0
31,17709.36,5,25584,south,13,0,0.0,0.0
26,11790.64,10,18596,east,8,0,0.0,0.0
27,21502.86,14,32027,south,9,0,0.0,0.0
39,46553.85,15,16044,central,21,0,0.0,0.0
50,19124.61,18,18552,north,32,1,1435.31,1435.31
27,18325.71,12,33126,west,9,2,1046.69,2093.38
29,18695.59,1,44452,south,11,0,0.0,0.0
38,31627.29,1,10356,north,20,0,0.0,0.0
27,37128.4,11,27735,central,9,0,0.0,0.0
44,14716.14,6,32298,north,26,0,0.0,0.0
48,21822.72,16,8040,east,30,0,0.0,0.0
33,17296.59,2,13370,west,15,0,0.0,0.0
28,11385.44,5,29421,west,10,0,0.0,0.0
27,14690.09,20,6249,south,9,0,0.0,0.0
24,20461.31,1,27448,central,6,0,0.0,0.0
72,23875.81,20,35671,south,54,0,0.0,0.0
42,76247.67,5,26121,east,24,0,0.0,0.0
30,21562.27,7,34782,east,12,1,899.64,899.64
28,24201.93,4,22767,central,10,1,1999.85,1999.85
59,19732.3,17,45597,south,41,0,0.0,0.0
42,19003.0,19,11886,east,24,0,0.0,0.0
47,19446.94,19,27743,east,29,0,0.0,0.0
48,9871.29,16,39346,east,30,0,0.0,0.0
54,8240.84,10,42464,north,36,2,1316.92,2633.84
49,17063.59,8,41220,east,31,0,0.0,0.0
67,6738.36,4,18665,north,49,0,0.0,0.0
42,13210.45,3,9548,south,24,0,0.0,0.0
22,12983.21,11,24640,central,4,1,911.55,911.55
45,12702.69,14,29417,west,27,0,0.0,0.0
34,14802.37,8,37466,south,16,0,0.0,0.0
23,18520.91,7,19496,south,5,0,0.0,0.0
28,20011.51,17,32066,west,10,0,0.0,0.0
27,5418.49,6,14049,north,9,0,0.0,0.0
54,38512.58,16,43174,south,36,1,2246.46,2246.46
45,13644.84,9,37038,east,27,0,0.0,0.0
58,19143.08,14,22646,east,40,0,0.0,0.0
48,22779.5,3,36071,east,30,0,0.0,0.0
51,17822.23,5,13216,west,33,0,0.0,0.0
51,8418.69,17,47177,north,33,0,0.0,0.0
44,29025.99,14,15007,central,26,0,0.0,0.0
31,15329.71,6,28329,south,13,0,0.0,0.0
63,14716.98,4,18181,central,45,0,0.0,0.0
51,31139.8,4,20702,west,33,0,0.0,0.0
29,22487.07,14,22000,west,11,1,677.24,677.24
29,20846.49,19,18901,south,11,1,842.82,842.82
51,40513.53,17,46364,central,33,0,0.0,0.0
42,24778.79,2,34552,west,24,0,0.0,0.0
32,22324.18,20,39034,west,14,1,2496.05,2496.05
56,18973.99,5,12887,central,38,0,0.0,0.0
55,34157.25,9,9166,east,37,1,1360.77,1360.77
52,26456.46,12,9796,east,34,0,0.0,0.0
27,34099.63,18,16651,central,9,0,0.0,0.0
52,25249.66,17,10379,south,34,0,0.0,0.0
45,18255.89,11,43112,east,27,0,0.0,0.0
55,16119.33,14,35361,central,37,0,0.0,0.0
65,16441.89,6,18460,west,47,1,1657.98,1657.98
40,15699.54,9,32065,north,22,0,0.0,0.0
60,13810.77,18,17931,north,42,0,0.0,0.0
22,7324.41,7,11115,central,4,0,0.0,0.0
30,44824.92,14,22387,north,12,0,0.0,0.0
41,16944.64,19,17214,south,23,0,0.0,0.0
56,18676.72,2,13872,east,38,0,0.0,0.0
34,24153.15,8,5586,south,16,0,0.0,0.0
62,33516.73,7,14524,central,44,0,0.0,0.0
20,12483.72,5,14650,north,2,0,0.0,0.0
59,8294.81,3,39406,south,41,0,0.0,0.0
44,4419.27,17,12806,east,26,0,0.0,0.0
42,15495.78,7,28228,south,24,0,0.0,0.0
57,40296.31,12,38101,south,39,0,0.0,0.0
41,11113.95,1,24015,east,23,0,0.0,0.0
66,26481.15,8,13485,north,48,0,0.0,0.0
51,33396.29,16,23274,west,33,0,0.0,0.0
44,22505.41,19,7830,west,26,0,0.0,0.0
40,41985.22,5,16810,east,22,0,0.0,0.0
20,16398.17,2,24334,west,2,0,0.0,0.0
56,12308.49,20,18158,central,38,0,0.0,0.0
29,34851.72,6,37672,west,11,0,0.0,0.0
28,11531.72,8,11280,central,10,1,159.42,159.42
31,8086.64,9,45370,west,13,0,0.0,0.0
43,28534.36,13,24564,south,25,0,0.0,0.0
32,11678.64,5,31835,east,14,0,0.0,0.0
67,13834.3,15,31244,east,49,0,0.0,0.0
54,9359.89,7,48654,central,36,0,0.0,0.0
50,21937.91,17,16486,east,32,0,0.0,0.0
43,6896.81,12,7855,south,25,1,646.65,646.65
66,37108.68,4,39934,east,48,0,0.0,0.0
38,19768.95,11,42228,central,20,0,0.0,0.0
41,35892.94,7,10030,central,23,0,0.0,0.0
24,10329.11,7,36177,central,6,0,0.0,0.0
36,20374.27,5,43691,south,18,0,0.0,0.0
40,55497.56,7,7930,west,22,0,0.0,0.0
21,20014.29,11,38573,south,3,2,1303.27,2606.54
30,69558.82,17,8734,central,12,0,0.0,0.0
50,13101.83,5,6942,south,32,1,897.31,897.31
36,15034.14,6,28571,west,18,0,0.0,0.0
43,13168.48,8,27748,south,25,0,0.0,0.0
49,23022.25,3,43147,south,31,1,415.66,415.66
58,41629.61,15,21434,central,40,0,0.0,0.0
47,22626.01,6,22729,east,29,0,0.0,0.0
45,10391.57,1,45480,east,27,1,1651.16,1651.16
48,20788.77,9,42053,south,30,0,0.0,0.0
30,76511.68,19,31671,south,12,0,0.0,0.0
38,14632.68,16,35224,central,20,1,606.1,606.1
31,18405.77,10,7039,central,13,0,0.0,0.0
29,13531.98,1,14009,central,11,0,0.0,0.0
50,11488.17,14,13900,west,32,0,0.0,0.0
54,23281.25,10,43736,central,36,0,0.0,0.0
56,17328.85,10,41111,central,38,0,0.0,0.0
61,17309.99,2,49372,north,43,0,0.0,0.0
40,28572.09,3,48001,north,22,0,0.0,0.0
73,14285.11,20,33330,north,55,1,536.09,536.09
33,12373.79,7,39109,north,15,1,1210.74,1210.74
56,12348.68,2,31160,central,38,0,0.0,0.0
52,16099.87,13,8867,east,34,1,674.48,674.48
54,13385.88,18,46411,central,36,0,0.0,0.0
38,33155.4,4,41051,east,20,0,0.0,0.0
37,40775.19,18,32741,west,19,0,0.0,0.0
35,28375.35,4,26276,east,17,1,853.86,853.86
31,18474.99,14,11921,north,13,0,0.0,0.0
39,25568.38,5,15150,south,21,0,0.0,0.0
37,32073.71,16,43134,east,19,0,0.0,0.0
44,73742.99,15,28672,south,26,0,0.0,0.0
37,10069.1,11,41664,central,19,0,0.0,0.0
52,14403.56,14,23357,east,34,0,0.0,0.0
52,22196.25,18,6289,east,34,0,0.0,0.0
61,13223.54,16,19435,north,43,1,739.14,739.14
65,28014.11,19,19576,north,47,0,0.0,0.0
27,32849.39,5,40802,south,9,0,0.0,0.0
34,32041.37,5,13385,east,16,0,0.0,0.0
41,45306.73,20,15354,south,23,0,0.0,0.0
32,31471.38,18,44556,central,14,0,0.0,0.0
53,35150.86,12,14351,south,35,0,0.0,0.0
45,78089.09,10,29930,north,27,0,0.0,0.0
41,23299.22,11,36430,west,23,2,1058.45,2116.9
55,29492.67,5,21001,north,37,0,0.0,0.0
35,16223.04,4,46143,north,17,0,0.0,0.0
31,22944.67,4,38597,north,13,0,0.0,0.0
49,11006.98,17,49982,north,31,0,0.0,0.0
38,29583.6,4,38932,west,20,1,941.95,941.95
40,24427.55,1,26418,west,22,1,1337.4,1337.4
46,30538.22,18,38543,west,28,1,483.31,483.31
53,10957.86,4,6239,east,35,0,0.0,0.0
63,10625.57,5,29793,east,45,0,0.0,0.0
30,13382.8,5,6642,east,12,0,0.0,0.0
60,18032.8,1,41814,north,42,1,651.37,651.37
34,25390.82,4,46437,west,16,0,0.0,0.0
50,20056.87,7,18087,east,32,0,0.0,0.0
54,26395.22,15,20987,south,36,0,0.0,0.0
36,10045.62,8,36510,north,18,1,218.39,218.39
50,12840.32,14,43332,east,32,0,0.0,0.0
61,30662.19,18,6866,east,43,1,361.19,361.19
40,19054.77,1,9305,west,22,0,0.0,0.0
24,48972.97,2,37807,north,6,0,0.0,0.0
43,13235.26,2,31414,south,25,0,0.0,0.0
31,8900.05,5,44186,north,13,0,0.0,0.0
29,27619.9,12,27405,north,11,0,0.0,0.0
41,12068.19,14,23988,central,23,0,0.0,0.0
36,21883.84,6,47499,east,18,0,0.0,0.0
59,27891.75,11,19882,south,41,1,550.99,550.99
50,13374.72,16,10029,east,32,0,0.0,0.0
51,34646.05,1,32678,north,33,0,0.0,0.0
30,14936.2,2,23836,east,12,1,405.0,405.0
34,17905.86,5,32869,south,16,0,0.0,0.0
29,8171.49,8,35642,west,11,0,0.0,0.0
23,13308.42,12,37969,central,5,0,0.0,0.0
44,18841.7,20,30658,north,26,0,0.0,0.0
53,29562.42,6,27853,east,35,0,0.0,0.0
33,5752.87,15,23726,west,15,0,0.0,0.0
40,23890.62,20,36657,north,22,0,0.0,0.0
24,12184.35,12,43395,west,6,0,0.0,0.0
51,25320.53,3,31946,south,33,0,0.0,0.0
52,4071.84,19,30488,south,34,0,0.0,0.0
52,7828.38,20,27846,west,34,0,0.0,0.0
51,27765.05,4,22868,east,33,0,0.0,0.0
49,13370.46,19,10845,north,31,0,0.0,0.0
28,9697.99,15,39142,east,10,0,0.0,0.0
51,18068.95,8,39164,south,33,0,0.0,0.0
42,33380.61,1,12504,east,24,0,0.0,0.0
39,28313.98,20,12636,central,21,0,0.0,0.0
29,21682.18,3,37172,west,11,2,331.05,662.1
44,19407.3,17,48734,east,26,0,0.0,0.0
52,28056.12,11,36077,west,34,0,0.0,0.0
55,16975.75,8,9138,east,37,0,0.0,0.0
27,22480.91,9,42958,north,9,0,0.0,0.0
38,14155.76,18,35556,east,20,0,0.0,0.0
53,12812.94,15,42216,west,35,1,763.55,763.55
46,15021.89,19,31867,south,28,0,0.0,0.0
43,30236.71,6,17222,north,25,0,0.0,0.0
41,24097.26,15,36209,south,23,0,0.0,0.0
28,17546.98,5,29221,north,10,1,1524.21,1524.21
62,20084.88,6,10300,south,44,0,0.0,0.0
38,23271.69,6,10617,east,20,0,0.0,0.0
41,16344.47,10,15277,north,23,0,0.0,0.0
43,29434.65,12,6628,south,25,1,349.5,349.5
39,43646.53,11,12089,north,21,0,0.0,0.0
41,36943.81,10,36482,south,23,0,0.0,0.0
56,16712.74,11,30247,west,38,0,0.0,0.0
43,14476.55,2,42662,south,25,0,0.0,0.0
55,9796.11,18,10872,north,37,0,0.0,0.0
42,37375.73,8,47722,south,24,1,1188.21,1188.21
37,25041.67,13,5494,west,19,1,293.48,293.48
44,22967.99,13,48142,central,26,1,493.77,493.77
28,28694.28,9,16640,south,10,0,0.0,0.0
49,10671.4,8,12092,north,31,0,0.0,0.0
50,17382.61,14,16108,south,32,0,0.0,0.0
60,26479.0,9,21517,east,42,0,0.0,0.0
45,18180.76,2,37831,east,27,0,0.0,0.0
51,10635.11,9,16481,east,33,0,0.0,0.0
23,15675.1,13,21013,central,5,1,381.41,381.41
29,25086.77,15,42986,south,11,0,0.0,0.0
35,10074.49,3,49513,west,17,0,0.0,0.0
51,20651.52,10,18444,south,33,0,0.0,0.0
35,9828.99,15,25512,south,17,0,0.0,0.0
59,10756.01,20,20360,west,41,0,0.0,0.0
47,25248.1,3,34363,central,29,0,0.0,0.0
68,29426.07,16,20312,north,50,0,0.0,0.0
39,15796.68,17,14585,east,21,0,0.0,0.0
30,24465.71,2,16558,west,12,1,2305.16,2305.16
36,9405.85,13,23356,west,18,0,0.0,0.0
64,24849.21,4,14492,west,46,1,1436.4,1436.4
21,20652.81,16,33873,north,3,2,2157.93,4315.86
55,19460.31,6,34210,central,37,0,0.0,0.0
57,20542.85,13,46357,west,39,0,0.0,0.0
52,11799.83,17,34270,central,34,0,0.0,0.0
52,43981.79,2,49640,south,34,0,0.0,0.0
34,13729.54,13,8790,south,16,0,0.0,0.0
56,27534.75,3,31205,east,38,0,0.0,0.0
54,13588.39,3,35164,south,36,0,0.0,0.0
59,22729.1,9,22323,central,41,0,0.0,0.0
33,18845.15,16,41886,east,15,0,0.0,0.0
36,21152.59,13,48614,south,18,0,0.0,0.0
24,21008.37,10,17014,central,6,0,0.0,0.0
29,15228.25,13,8444,south,11,1,210.71,210.71
31,15245.67,11,6585,east,13,0,0.0,0.0
53,7384.74,7,23442,east,35,0,0.0,0.0
42,18566.03,2,5060,south,24,0,0.0,0.0
51,7954.28,17,32769,south,33,0,0.0,0.0
34,25577.71,13,49397,south,16,0,0.0,0.0
37,11771.53,16,34421,west,19,0,0.0,0.0
27,7532.51,15,21925,north,9,1,669.76,669.76
26,23506.88,7,16408,west,8,0,0.0,0.0
53,29590.66,17,27625,north,35,0,0.0,0.0
52,20197.63,2,25413,central,34,0,0.0,0.0
45,16343.61,14,38695,central,27,0,0.0,0.0
29,31704.32,10,30436,west,11,0,0.0,0.0
48,10497.06,16,49921,south,30,0,0.0,0.0
54,13675.91,2,31714,north,36,1,938.36,938.36
50,14403.31,9,40193,west,32,0,0.0,0.0
23,17430.89,16,32718,north,5,1,1025.5,1025.5
33,17468.26,11,41329,east,15,1,470.65,470.65
48,13616.28,6,35562,east,30,0,0.0,0.0
35,28702.21,5,43356,central,17,1,200.95,200.95
30,8280.2,12,22048,central,12,0,0.0,0.0
41,14333.85,17,5076,west,23,0,0.0,0.0
29,11958.42,16,38974,south,11,0,0.0,0.0
27,9524.16,20,45208,north,9,1,1051.02,1051.02
50,13591.76,13,44420,central,32,0,0.0,0.0
26,7510.21,9,18161,central,8,0,0.0,0.0
47,9143.82,11,49668,east,29,0,0.0,0.0
36,10140.87,8,45765,north,18,2,971.09,1942.18
28,20984.96,6,42605,south,10,0,0.0,0.0
44,9788.08,7,11626,north,26,0,0.0,0.0
35,15524.95,19,40406,west,17,0,0.0,0.0
44,20880.98,19,12842,central,26,0,0.0,0.0
29,13594.48,2,7583,west,11,0,0.0,0.0
51,18741.08,19,32010,north,33,0,0.0,0.0
42,32610.13,9,12816,central,24,0,0.0,0.0
29,13776.37,4,27229,east,11,1,878.32,878.32
53,20251.71,17,48195,south,35,1,592.68,592.68
47,21291.05,20,25717,south,29,0,0.0,0.0
60,69857.74,17,19831,central,42,0,0.0,0.0
58,4008.51,8,33262,north,40,0,0.0,0.0
38,8998.68,10,14945,south,20,0,0.0,0.0
33,38387.65,12,20105,south,15,0,0.0,0.0
34,9936.99,4,14806,south,16,1,863.69,863.69
40,11600.16,15,24219,central,22,0,0.0,0.0
38,11687.17,2,21795,central,20,0,0.0,0.0
25,9037.7,16,28984,east,7,0,0.0,0.0
46,52210.69,18,47252,east,28,0,0.0,0.0
33,23917.1,5,25093,north,15,0,0.0,0.0
45,11929.15,10,29468,central,27,0,0.0,0.0
62,8949.69,10,48961,west,44,1,1499.51,1499.51
41,33242.05,4,30589,east,23,0,0.0,0.0
32,15482.79,19,37650,north,14,0,0.0,0.0
39,23014.38,6,45289,east,21,0,0.0,0.0
51,16803.21,3,42515,south,33,0,0.0,0.0
38,26271.59,1,20707,west,20,0,0.0,0.0
61,14920.35,12,9080,south,43,0,0.0,0.0
41,27989.67,17,45970,west,23,0,0.0,0.0
53,25144.33,20,46572,east,35,0,0.0,0.0
29,10002.51,7,5478,west,11,0,0.0,0.0
48,17219.83,11,28718,west,30,0,0.0,0.0
35,19460.08,11,28034,east,17,0,0.0,0.0
38,68708.33,18,47067,south,20,1,998.75,998.75
23,11818.25,9,23988,north,5,0,0.0,0.0
45,18070.83,2,10250,east,27,0,0.0,0.0
64,8018.22,17,27994,central,46,0,0.0,0.0
50,14450.74,3,43594,east,32,0,0.0,0.0
56,30107.27,14,36137,central,38,0,0.0,0.0
38,23060.08,19,38896,east,20,0,0.0,0.0
27,20818.54,8,22905,west,9,1,1868.11,1868.11
33,41984.3,13,9669,south,15,0,0.0,0.0
34,11442.03,18,20886,south,16,1,592.99,592.99
48,8524.52,3,32909,west,30,0,0.0,0.0
36,5755.84,8,24431,east,18,0,0.0,0.0
43,18995.25,11,20702,north,25,0,0.0,0.0
63,30266.16,3,39492,east,45,0,0.0,0.0
31,8529.4,4,8692,south,13,0,0.0,0.0
26,22191.86,20,12348,west,8,0,0.0,0.0
36,18141.32,2,8668,north,18,0,0.0,0.0
43,12815.71,20,49455,east,25,0,0.0,0.0
45,12937.64,19,38405,central,27,0,0.0,0.0
72,33963.39,5,48977,central,54,0,0.0,0.0
37,15158.18,2,49967,east,19,0,0.0,0.0
31,13767.7,5,28376,south,13,1,909.56,909.56
47,36410.69,3,35634,north,29,1,1650.58,1650.58
30,25330.56,15,27611,central,12,0,0.0,0.0
37,9562.52,12,49429,north,19,0,0.0,0.0
60,11408.4,4,17572,west,42,0,0.0,0.0
54,17345.17,7,17983,south,36,1,603.52,603.52
41,20711.59,2,43417,north,23,0,0.0,0.0
46,13033.99,16,34920,north,28,1,632.69,632.69
40,12328.4,6,49932,central,22,0,0.0,0.0
36,19706.51,12,17786,central,18,0,0.0,0.0
31,32369.17,19,40484,south,13,1,2408.23,2408.23
59,15450.62,9,45644,north,41,0,0.0,0.0
43,15804.43,18,10750,south,25,0,0.0,0.0
47,14904.83,7,25928,central,29,0,0.0,0.0
50,29607.96,2,39440,east,32,0,0.0,0.0
56,20085.98,11,28726,west,38,0,0.0,0.0
30,21971.82,13,41864,north,12,0,0.0,0.0
50,30746.52,11,46231,north,32,1,1406.78,1406.78
31,17202.26,11,33969,west,13,0,0.0,0.0
34,20534.33,6,7708,south,16,0,0.0,0.0
62,9374.07,5,22800,central,44,1,315.54,315.54
46,31274.23,15,38482,north,28,2,623.85,1247.7
66,19815.13,3,32065,east,48,0,0.0,0.0
52,32393.57,2,44422,south,34,0,0.0,0.0
36,11783.65,16,44589,south,18,2,982.48,1964.96
53,19422.49,11,41169,south,35,0,0.0,0.0
66,11944.13,10,34997,north,48,1,1630.14,1630.14
42,7224.58,16,45603,north,24,1,1245.14,1245.14
28,15309.5,20,13754,south,10,0,0.0,0.0
29,17287.81,11,12922,south,11,0,0.0,0.0
56,14543.72,13,34774,east,38,1,2155.47,2155.47
40,26301.26,10,19395,central,22,0,0.0,0.0
29,14261.53,6,20017,central,11,0,0.0,0.0
54,12205.42,2,10966,central,36,0,0.0,0.0
33,20785.9,11,24982,east,15,0,0.0,0.0
32,28988.1,18,26435,west,14,0,0.0,0.0
28,26164.94,17,41909,south,10,0,0.0,0.0
38,10213.15,15,6025,west,20,0,0.0,0.0
23,14916.85,20,40161,south,5,0,0.0,0.0
48,19088.29,13,12236,east,30,0,0.0,0.0
31,22334.42,12,9234,east,13,0,0.0,0.0
21,11356.39,8,23047,east,3,1,631.77,631.77
28,21671.28,11,36392,south,10,0,0.0,0.0
46,29342.17,18,7569,south,28,0,0.0,0.0
49,20680.33,8,36780,west,31,0,0.0,0.0
63,16252.89,6,10128,east,45,0,0.0,0.0
44,19527.16,2,8000,south,26,0,0.0,0.0
37,14740.74,9,41965,west,19,0,0.0,0.0
56,25862.6,2,16770,east,38,0,0.0,0.0
42,27991.8,4,18594,central,24,0,0.0,0.0
27,19773.98,5,38859,north,9,0,0.0,0.0
25,20213.36,4,27033,south,7,0,0.0,0.0
50,6694.57,20,29761,east,32,1,856.78,856.78
32,14774.91,15,6297,east,14,0,0.0,0.0
45,33583.4,12,48020,east,27,0,0.0,0.0
53,13395.34,18,48263,central,35,1,935.4,935.4
29,15912.98,11,13973,south,11,1,1026.93,1026.93
34,16727.06,14,24962,east,16,0,0.0,0.0
35,15755.22,9,49662,north,17,0,0.0,0.0
21,25563.85,20,25200,central,3,0,0.0,0.0
54,20266.2,7,20442,east,36,0,0.0,0.0
39,16487.21,1,38107,west,21,0,0.0,0.0
56,10458.86,8,35259,north,38,0,0.0,0.0
33,15773.02,5,18152,central,15,0,0.0,0.0
53,26744.54,5,6405,central,35,0,0.0,0.0
27,39598.75,8,43348,west,9,1,1700.88,1700.88
33,11273.3,6,31870,east,15,0,0.0,0.0
60,7889.83,15,8850,east,42,0,0.0,0.0
42,17612.82,17,46350,west,24,0,0.0,0.0
58,26567.57,6,19402,south,40,0,0.0,0.0
24,36460.76,12,44401,south,6,1,867.8,867.8
37,16069.19,8,5861,west,19,0,0.0,0.0
26,16180.4,20,26740,south,8,0,0.0,0.0
53,49701.0,7,22914,east,35,0,0.0,0.0
35,9763.67,1,7576,central,17,1,836.73,836.73
51,11285.67,9,38864,central,33,0,0.0,0.0
39,27267.91,7,31550,central,21,0,0.0,0.0
21,13950.42,5,28598,west,3,1,329.55,329.55
51,40983.98,4,34338,south,33,0,0.0,0.0
41,24161.92,5,44937,west,23,0,0.0,0.0
23,6766.37,18,28914,central,5,0,0.0,0.0
27,9759.44,8,6925,east,9,0,0.0,0.0
38,20862.92,1,37439,central,20,0,0.0,0.0
52,28351.4,8,33246,east,34,0,0.0,0.0
41,14437.64,2,13172,central,23,0,0.0,0.0
33,48584.28,3,30701,north,15,0,0.0,0.0
56,31059.15,20,19188,east,38,0,0.0,0.0
36,15277.73,18,22445,east,18,1,419.3,419.3
45,17758.53,17,38414,east,27,0,0.0,0.0
20,32501.83,5,10935,central,2,1,1565.88,1565.88
44,16478.1,13,46563,central,26,0,0.0,0.0
38,22598.13,19,9153,south,20,0,0.0,0.0
48,10812.95,10,23676,south,30,0,0.0,0.0
68,12163.98,18,39815,north,50,2,2502.55,5005.1
57,20795.36,13,24894,east,39,1,484.75,484.75
40,23616.16,4,34343,east,22,0,0.0,0.0
53,24935.2,1,12598,south,35,0,0.0,0.0
61,21957.11,11,25505,south,43,0,0.0,0.0
40,5467.46,13,40153,central,22,0,0.0,0.0
38,27888.28,12,30511,north,20,0,0.0,0.0
47,9719.43,7,33477,north,29,0,0.0,0.0
38,6135.82,1,19778,north,20,0,0.0,0.0
30,25525.18,10,14083,central,12,1,1666.18,1666.18
46,15524.38,14,28361,west,28,0,0.0,0.0
42,13269.5,10,31053,north,24,0,0.0,0.0
23,6489.51,13,16511,south,5,1,377.73,377.73
22,33148.06,3,12773,west,4,1,174.34,174.34
42,21617.44,15,28324,central,24,0,0.0,0.0
44,14925.53,3,21395,west,26,0,0.0,0.0
51,8307.62,18,46136,south,33,0,0.0,0.0
47,10022.41,18,44098,east,29,1,1341.3,1341.3
28,15160.96,9,46559,central,10,0,0.0,0.0
45,9421.98,6,39592,south,27,0,0.0,0.0
62,40170.58,9,15829,north,44,0,0.0,0.0
40,18499.39,4,49213,west,22,1,339.54,339.54
41,39914.85,11,26696,central,23,0,0.0,0.0
54,9863.39,8,34500,east,36,1,1127.28,1127.28
52,23665.37,8,20143,central,34,0,0.0,0.0
47,17899.18,17,18435,south,29,0,0.0,0.0
25,19891.68,1,38463,east,7,1,191.53,191.53
24,16738.84,16,40172,east,6,0,0.0,0.0
46,6944.28,12,17692,south,28,0,0.0,0.0
34,24778.14,7,33990,central,16,0,0.0,0.0
44,20860.86,14,49662,west,26,1,416.77,416.77
56,12695.24,16,44570,north,38,0,0.0,0.0
29,33466.22,11,22699,west,11,0,0.0,0.0
66,15764.81,16,15714,south,48,2,433.97,867.94
44,16336.41,10,36660,south,26,0,0.0,0.0
66,31308.8,7,35922,west,48,4,692.84,2771.36
36,15903.05,7,14506,north,18,0,0.0,0.0
46,47210.04,8,28462,north,28,0,0.0,0.0
31,20303.2,7,10531,south,13,0,0.0,0.0
28,5387.39,13,28244,west,10,0,0.0,0.0
47,25915.19,11,24602,east,29,0,0.0,0.0
50,6818.39,12,31188,north,32,0,0.0,0.0
52,15029.47,1,34825,south,34,0,0.0,0.0
34,9313.64,3,49336,north,16,0,0.0,0.0
54,12362.53,16,39841,north,36,0,0.0,0.0
50,12221.34,12,33634,west,32,0,0.0,0.0
45,14586.85,9,20443,south,27,1,1961.45,1961.45
38,28062.6,11,14638,west,20,2,1966.94,3933.88
37,15471.6,6,25096,east,19,0,0.0,0.0
56,23309.05,10,16688,west,38,0,0.0,0.0
32,27630.44,15,46303,central,14,0,0.0,0.0
60,7024.27,3,43824,east,42,0,0.0,0.0
36,13956.2,4,16127,central,18,0,0.0,0.0
58,12103.59,17,15318,central,40,0,0.0,0.0
45,24299.97,6,35482,east,27,0,0.0,0.0
42,13539.55,4,48786,central,24,0,0.0,0.0
33,16589.29,17,5692,central,15,1,541.49,541.49
26,19756.84,19,10090,south,8,1,2476.37,2476.37
35,16416.21,3,21342,central,17,0,0.0,0.0
49,13449.95,8,38169,east,31,0,0.0,0.0
60,13663.55,12,27897,west,42,0,0.0,0.0
69,18674.58,13,29488,north,51,0,0.0,0.0
36,9029.53,11,8407,north,18,0,0.0,0.0
55,16598.25,10,47553,west,37,0,0.0,0.0
39,27078.76,8,43604,central,21,0,0.0,0.0
27,10765.09,16,32058,west,9,0,0.0,0.0
55,4854.88,17,33162,east,37,1,326.46,326.46
70,23926.41,3,13989,south,52,0,0.0,0.0
52,18631.05,11,8079,west,34,1,13.59,13.59
76,13883.19,7,37504,central,58,1,2230.84,2230.84
23,17421.31,5,26311,central,5,2,1229.06,2458.12
48,11478.8,4,37475,east,30,0,0.0,0.0
38,9612.45,19,9222,west,20,1,119.59,119.59
44,51183.28,6,8086,central,26,0,0.0,0.0
68,16186.88,17,30828,south,50,0,0.0,0.0
48,14023.41,3,22984,south,30,0,0.0,0.0
65,17556.53,15,19084,north,47,0,0.0,0.0
27,33097.0,18,30342,south,9,0,0.0,0.0
20,10551.0,20,15636,south,2,1,191.05,191.05
34,21417.52,12,12469,east,16,0,0.0,0.0
45,12045.6,18,19516,central,27,0,0.0,0.0
40,10584.56,5,14310,east,22,0,0.0,0.0
42,27107.18,17,27769,north,24,0,0.0,0.0
21,18123.99,3,5105,central,3,2,323.07,646.14
34,19285.48,12,35050,east,16,1,793.26,793.26
38,25501.21,9,12720,south,20,0,0.0,0.0
42,21432.34,20,8288,south,24,0,0.0,0.0
52,14673.1,20,33218,east,34,1,336.23,336.23
52,12644.49,4,36641,central,34,0,0.0,0.0
38,11537.93,20,46752,east,20,1,453.53,453.53
52,10337.61,6,6471,south,34,0,0.0,0.0
47,10574.58,3,20644,north,29,0,0.0,0.0
41,71271.92,3,13648,east,23,0,0.0,0.0
40,25162.29,5,7411,south,22,0,0.0,0.0
26,9462.48,9,30439,east,8,0,0.0,0.0
49,10797.4,14,8887,west,31,0,0.0,0.0
54,28749.91,8,24963,north,36,1,644.73,644.73
48,8895.3,3,13182,central,30,2,1424.32,2848.64
31,23374.92,8,38883,west,13,0,0.0,0.0
64,13316.82,4,35574,north,46,0,0.0,0.0
37,15268.47,18,37697,north,19,0,0.0,0.0
34,33548.11,14,9724,south,16,0,0.0,0.0
57,13333.34,4,14513,central,39,1,989.89,989.89
37,25689.41,16,14926,west,19,0,0.0,0.0
51,8752.04,8,43691,north,33,0,0.0,0.0
31,7473.45,6,34747,east,13,0,0.0,0.0
36,12991.12,7,10274,east,18,0,0.0,0.0
41,9969.53,18,44911,central,23,1,194.68,194.68
54,30609.49,16,7120,south,36,1,1010.46,1010.46
